Class,PK_CountLineCode,PK_CountStmt,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_MaxNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountStmt,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_SumCSNOP,CSORD_SumCyclomatic,CSORD_MaxNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_SumKnots,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Testability
com.sap.managementconsole.soap.axis.sapcontrol.VISIBLELEVEL,13289,9739,143,104,1038,478,46,46,1849,4,0,7,6,1168,881,2,0,807,107,201,62,81,17,12,2,1,26,95,10,1,0,4,10,0,56,39,5,10,6,1,10,12,1,78,6,1,20,18,1,0,11,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,2,11,0.7626226415094339
com.sap.managementconsole.soap.axis.sapcontrol.WorkProcess,13289,9739,143,104,1038,478,46,46,1849,4,0,7,6,1168,881,2,0,4682,212,1004,96,339,18,55,128,6,200,531,25,18,0,0,49,0,375,256,3,1,34,18,37,55,1,90,3,89,100,86,1,15,16,6,0,0,0,37,33,1,0,2,12,2,21,8233,5,0,2,37,0.8486063711102277
com.sap.managementconsole.soap.axis.saphostcontrol.ACOperation,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1364,140,314,68,103,19,18,28,8,48,178,12,9,0,0,11,0,106,69,3,1,8,5,11,20,3,80,6,12,22,27,2,2,5,6,0,0,0,11,7,1,0,2,12,2,21,23,5,2,2,11,0.7291935483870967
com.sap.managementconsole.soap.axis.saphostcontrol.ACOperationArguments,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1182,120,253,57,98,18,16,23,6,46,130,12,7,0,0,10,0,99,65,3,1,8,5,11,18,1,80,3,13,22,21,1,2,5,6,0,0,0,11,7,1,0,2,12,2,21,19,5,0,2,11,0.7160108401084012
com.sap.managementconsole.soap.axis.saphostcontrol.ACOperationCode,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,848,110,209,64,88,17,14,2,1,28,97,10,1,0,4,11,0,58,41,5,12,6,1,10,12,1,78,6,1,20,18,1,0,13,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,2,11,0.7863247863247863
com.sap.managementconsole.soap.axis.saphostcontrol.CIMAttribute,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1464,127,314,60,117,18,19,32,6,58,163,13,8,0,0,13,0,121,80,3,1,10,6,13,21,1,81,3,19,28,26,1,3,6,6,0,0,0,13,9,1,0,2,12,2,21,25,5,0,2,13,0.7623087248322146
com.sap.managementconsole.soap.axis.saphostcontrol.CIMObject,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1518,139,351,68,108,19,20,33,8,54,198,12,11,0,0,12,0,117,77,3,1,8,5,11,22,3,80,5,15,22,25,2,2,5,7,0,0,0,11,7,1,0,2,12,2,21,31,5,1,2,11,0.7518145161290323
com.sap.managementconsole.soap.axis.saphostcontrol.CancelOperationType,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,766,104,193,60,74,17,10,2,1,24,93,10,1,0,4,9,0,54,37,5,8,6,1,10,12,1,78,6,1,18,18,1,0,9,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,2,11,0.7664691358024692
com.sap.managementconsole.soap.axis.saphostcontrol.Database,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1805,149,422,72,127,19,23,42,8,63,244,13,12,0,0,15,0,136,89,3,1,10,6,13,25,3,81,7,18,28,32,2,3,6,6,0,0,0,13,9,1,0,2,12,2,21,49,5,3,2,13,0.7711111111111112
com.sap.managementconsole.soap.axis.saphostcontrol.DatabaseComponent,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1364,140,314,68,103,19,18,28,8,48,178,12,9,0,0,11,0,106,69,3,1,8,5,11,20,3,80,6,12,22,27,2,2,5,6,0,0,0,11,7,1,0,2,12,2,21,23,5,2,4,11,0.7246280991735536
com.sap.managementconsole.soap.axis.saphostcontrol.DatabaseStatus,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1012,122,241,72,116,17,22,2,1,36,105,10,1,0,4,15,0,66,49,5,20,6,1,10,12,1,78,6,1,22,18,1,0,21,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,4,11,0.7448979591836734
com.sap.managementconsole.soap.axis.saphostcontrol.InstanceOptionsFlags,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,930,116,225,68,102,17,18,2,1,32,101,10,1,0,4,13,0,62,45,5,16,6,1,10,12,1,78,6,1,18,18,1,0,17,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,2,11,0.7641509433962264
com.sap.managementconsole.soap.axis.saphostcontrol.InstanceSelector,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1205,122,267,58,98,18,16,23,6,45,145,12,7,0,0,10,0,98,64,3,1,8,5,11,18,1,80,4,12,22,23,1,2,5,6,0,0,0,11,7,1,0,2,12,2,21,19,5,1,2,11,0.7169586776859505
com.sap.managementconsole.soap.axis.saphostcontrol.InstanceServiceOperation,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1228,121,281,58,98,18,16,23,6,44,160,12,7,0,0,10,0,97,63,3,1,8,5,11,18,1,80,5,11,22,23,1,2,5,5,0,0,0,11,7,1,0,2,12,2,21,19,5,2,2,11,0.7180336134453781
com.sap.managementconsole.soap.axis.saphostcontrol.InstanceStatus,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,807,107,201,62,81,17,12,2,1,26,95,10,1,0,4,10,0,56,39,5,10,6,1,10,12,1,78,6,1,20,18,1,0,11,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,2,11,0.7772035398230088
com.sap.managementconsole.soap.axis.saphostcontrol.OperationCode,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,807,107,201,62,81,17,12,2,1,26,95,10,1,0,4,10,0,56,39,5,10,6,1,10,12,1,78,6,1,20,18,1,0,11,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,2,11,0.7626226415094339
com.sap.managementconsole.soap.axis.saphostcontrol.OperationOptions,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1267,142,281,68,101,20,18,22,8,48,150,12,8,0,0,12,0,102,68,3,1,8,5,11,19,3,80,6,12,22,27,2,2,4,6,0,0,0,11,7,1,0,2,12,2,21,19,5,1,2,11,0.714875
com.sap.managementconsole.soap.axis.saphostcontrol.OperationResult,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1341,141,300,68,103,19,18,28,8,49,163,12,9,0,0,11,0,107,70,3,1,8,5,11,20,3,80,5,13,22,27,2,2,5,7,0,0,0,11,7,1,0,2,12,2,21,23,5,1,2,11,0.724509485094851
com.sap.managementconsole.soap.axis.saphostcontrol.Property,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1182,120,253,57,98,18,16,23,6,46,130,12,7,0,0,10,0,99,65,3,1,8,5,11,18,1,80,3,13,22,21,1,2,5,6,0,0,0,11,7,1,0,2,12,2,21,19,5,0,4,11,0.7145136612021858
com.sap.managementconsole.soap.axis.saphostcontrol.ResponseMessage,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1182,120,253,57,98,18,16,23,6,46,130,12,7,0,0,10,0,99,65,3,1,8,5,11,18,1,80,3,13,22,21,1,2,5,6,0,0,0,11,7,1,0,2,12,2,21,19,5,0,3,11,0.7129917355371901
com.sap.managementconsole.soap.axis.saphostcontrol.SAPHostControl_ServiceLocator,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1246,120,318,68,83,18,11,7,4,35,176,11,6,0,17,11,2,94,59,0,0,15,3,13,24,2,84,11,0,27,32,4,0,3,0,0,0,0,15,12,2,0,2,12,3,21,23,8,3,0,15,0.7589220779220781
com.sap.managementconsole.soap.axis.saphostcontrol.SAPInstance,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1746,134,375,63,136,18,22,41,6,70,196,14,9,0,0,16,0,143,95,3,1,12,7,15,24,1,82,3,25,34,31,1,4,7,6,0,0,0,15,11,1,0,2,12,2,21,35,5,0,2,15,0.683874663517295
com.sap.managementconsole.soap.axis.saphostcontrol.ServiceIdentifier,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,900,113,192,54,79,18,13,14,6,34,97,11,6,0,0,7,0,77,50,3,1,6,4,9,15,1,80,3,7,18,16,1,1,4,6,0,0,0,9,5,1,0,2,12,2,21,15,5,0,2,9,0.639578947368421
com.sap.managementconsole.soap.axis.saphostcontrol.ServiceType,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,807,107,201,62,81,17,12,2,1,26,95,10,1,0,4,10,0,56,39,5,10,6,1,10,12,1,78,6,1,20,18,1,0,11,2,0,0,1,10,4,1,0,2,12,3,21,12,0,0,2,11,0.7557669902912622
com.sap.managementconsole.soap.axis.saphostcontrol.TargetService,3671,2631,85,103,243,99,27,27,583,4,0,2,8,318,177,2,0,1228,121,281,58,98,18,16,23,6,44,160,12,7,0,0,10,0,97,63,3,1,8,5,11,18,1,80,5,11,24,23,1,2,5,5,0,0,0,11,7,1,0,2,12,2,21,19,5,2,2,11,0.711391304347826
com.sap.netweaver.porta.core.ServerFactory,277,185,3,7,62,35,19,19,47,2,3,0,0,62,24,7,0,631,111,123,53,49,16,11,15,6,19,39,1,6,0,9,7,0,41,28,1,2,0,5,1,5,1,100,16,10,23,11,2,6,4,11,0,0,0,1,0,1,0,1,12,0,21,16,1,2,19,1,0.3950933333333333
com.sap.netweaver.porta.core.mock.ApplicationMock,326,244,1,7,45,15,9,7,72,3,0,4,3,39,24,0,0,818,95,154,53,62,13,17,18,3,34,36,11,1,0,0,2,0,74,54,0,0,18,6,9,19,1,75,7,0,31,35,2,0,1,0,0,2,0,16,14,1,0,2,12,9,21,19,0,2,1,18,0.823888888888889
com.sap.netweaver.porta.core.mock.CoreModuleMock,326,244,1,7,45,15,9,7,72,3,0,4,3,39,24,0,0,501,80,103,31,49,24,5,7,5,15,48,1,5,0,7,3,0,38,25,0,2,4,2,2,10,3,37,7,0,19,12,0,0,2,0,0,0,3,1,2,1,2,2,12,1,21,12,2,7,2,4,0.4021818181818182
com.sap.netweaver.porta.core.mock.DeployManagerMock,326,244,1,7,45,15,9,7,72,3,0,4,3,39,24,0,0,563,74,138,42,40,11,1,8,3,15,55,5,4,0,5,5,0,36,29,0,0,5,1,4,9,1,40,11,0,11,18,2,0,1,1,0,0,0,5,1,2,0,2,16,5,21,9,0,10,1,5,0.1833333333333333
com.sap.netweaver.porta.core.mock.LifecycleManagerMock,326,244,1,7,45,15,9,7,72,3,0,4,3,39,24,0,0,944,98,161,44,82,23,16,14,6,38,53,7,9,0,13,3,0,88,61,0,4,8,2,1,18,2,56,8,0,26,19,0,0,1,0,0,2,0,6,1,2,0,2,16,6,21,18,6,6,3,8,0.1716666666666667
com.sap.netweaver.porta.core.mock.ServerFactory,326,244,1,7,45,15,9,7,72,3,0,4,3,39,24,0,0,122,38,26,14,13,10,1,1,1,3,12,1,1,0,0,1,0,9,6,1,1,0,0,1,2,1,0,3,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,12,0,21,2,0,2,0,1,0.4
com.sap.netweaver.porta.core.mock.ServerMock,326,244,1,7,45,15,9,7,72,3,0,4,3,39,24,0,0,310,55,62,24,33,12,2,2,1,8,27,4,2,0,5,3,0,24,16,0,0,5,2,0,7,1,80,7,0,2,7,0,0,2,0,0,0,0,5,4,1,0,2,12,5,21,7,0,6,1,5,1.0
com.sap.netweaver.porta.core.nw7.ApplicationImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,417,55,92,28,32,13,1,0,0,12,47,10,1,0,0,0,0,38,24,0,0,10,1,2,11,1,0,4,0,14,22,0,0,1,0,1,0,0,9,7,1,0,2,12,8,21,11,1,3,2,10,0.7346938775510202
com.sap.netweaver.porta.core.nw7.CoreModuleImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,252,46,51,18,30,13,3,1,1,9,23,0,1,0,2,0,0,19,14,0,0,5,3,3,4,1,66,3,0,18,7,0,0,1,0,0,0,3,2,1,1,2,2,12,1,21,4,0,3,4,5,0.8796666666666666
com.sap.netweaver.porta.core.nw7.DMUtilsImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,1151,119,288,74,80,17,18,12,5,38,115,10,6,0,11,15,0,70,57,0,0,10,0,12,18,3,0,19,0,20,33,7,0,0,0,0,0,0,10,5,1,0,2,12,10,21,19,2,13,1,10,0.6359773876144503
com.sap.netweaver.porta.core.nw7.DeployManagerImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,2033,191,477,118,145,25,35,8,5,65,202,8,5,0,20,25,8,124,91,0,0,9,4,10,14,2,69,20,0,23,47,6,0,4,0,1,0,2,6,1,2,0,2,17,7,21,14,3,17,7,9,0.1158021978021978
com.sap.netweaver.porta.core.nw7.FileUploaderImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,1034,132,251,82,85,22,14,14,6,34,112,1,8,0,12,18,0,58,47,0,0,3,3,5,13,2,22,11,0,17,30,5,0,2,0,0,0,0,3,1,1,0,2,12,2,21,50,8,4,1,3,0.2261830065359477
com.sap.netweaver.porta.core.nw7.LMUtilsImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,1137,160,251,85,75,14,6,26,10,24,116,16,16,0,6,4,0,67,51,0,0,6,0,8,22,3,0,15,0,22,33,9,0,0,0,0,0,0,6,4,1,0,2,12,6,21,34,20,9,3,6,0.3440533660350767
com.sap.netweaver.porta.core.nw7.LifecycleManagerImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,1820,176,360,106,167,25,13,8,4,57,134,14,5,0,31,21,5,136,92,0,0,10,2,6,15,3,75,16,0,16,39,5,0,2,0,1,0,2,7,1,2,0,2,17,8,21,19,5,11,8,10,0.13009477124183
com.sap.netweaver.porta.core.nw7.Operation,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,741,96,158,51,61,22,10,5,2,26,70,5,7,0,11,3,0,57,39,0,0,4,1,3,15,3,25,10,0,36,20,3,0,1,0,0,2,0,2,2,1,0,1,12,0,21,15,11,7,2,4,0.194
com.sap.netweaver.porta.core.nw7.ServerFactory,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,476,80,97,35,42,17,10,9,4,17,25,4,2,0,0,3,0,35,26,1,3,0,0,1,2,1,0,8,0,4,7,2,0,1,1,0,0,0,1,0,1,0,1,12,0,21,2,0,3,0,1,0.3853653333333333
com.sap.netweaver.porta.core.nw7.ServerImpl,881,681,1,3,122,32,30,16,172,3,5,3,7,108,42,4,1,812,94,181,56,75,18,11,3,1,29,60,4,3,0,19,11,0,60,42,0,0,7,5,5,16,2,57,15,0,26,28,3,0,3,0,1,0,0,6,4,1,0,2,12,5,21,16,12,10,1,7,0.4877439024390244
com.sap.netweaver.porta.core.snippets.SnippetFindJ2EEInstance,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,468,91,97,42,29,14,5,17,5,11,49,6,3,0,2,2,0,27,19,2,2,0,0,1,5,2,0,10,0,5,15,3,0,0,0,0,1,0,1,1,1,0,1,12,0,21,7,0,4,0,2,0.0786666666666666
com.sap.netweaver.porta.core.snippets.SnippetGetApplications,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,565,102,123,54,41,15,9,15,4,17,51,5,2,0,2,3,0,35,24,3,4,0,0,4,5,1,0,9,0,13,16,4,0,0,0,0,2,0,1,1,1,0,1,12,0,21,6,0,3,0,3,0.0753333333333333
com.sap.netweaver.porta.core.snippets.SnippetGetHttpAccessPoint,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,180,53,47,25,11,8,2,0,0,6,25,1,0,0,1,1,0,10,8,1,0,0,0,1,1,0,0,7,0,2,5,2,0,0,0,0,0,0,1,0,1,0,1,12,0,21,1,0,2,0,1,0.3666666666666667
com.sap.netweaver.porta.core.snippets.SnippetGetProcessList,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,348,79,78,38,27,13,5,8,3,9,39,4,1,0,2,2,0,17,14,2,2,0,0,1,3,1,0,9,0,5,11,3,0,0,0,0,1,0,1,1,1,0,1,12,0,21,3,0,3,0,2,0.15
com.sap.netweaver.porta.core.snippets.SnippetGetSystemName,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,235,63,57,30,18,10,5,1,1,9,26,1,0,0,1,1,0,13,11,1,2,0,0,1,1,0,0,8,0,4,6,2,0,0,0,0,0,0,1,0,1,0,1,12,0,21,1,0,2,0,1,0.3222666666666666
com.sap.netweaver.porta.core.snippets.SnippetJ2EEGetProcessList,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,348,79,78,38,27,13,5,8,3,9,39,4,1,0,2,2,0,17,14,2,2,0,0,1,3,1,0,9,0,5,11,3,0,0,0,0,1,0,1,1,1,0,1,12,0,21,3,0,3,0,2,0.15
com.sap.netweaver.porta.core.snippets.SnippetPing,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,225,61,54,29,18,10,4,0,0,9,26,1,0,0,1,1,0,13,11,1,2,0,0,1,1,0,0,8,0,4,6,2,0,0,0,0,0,0,1,0,1,0,1,12,0,21,1,0,2,0,1,0.3365333333333333
com.sap.netweaver.porta.core.snippets.SnippetServerFactory,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,270,59,72,26,12,8,4,3,1,11,36,3,0,0,1,1,0,15,13,1,0,0,0,1,1,0,0,7,0,2,5,2,0,0,0,0,0,0,1,0,1,0,1,12,0,21,1,0,3,0,1,0.2521333333333333
com.sap.netweaver.porta.core.snippets.SnippetShutdownInstance,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,640,111,138,56,49,15,9,10,5,21,58,8,4,0,2,2,0,39,31,4,4,0,0,5,8,2,0,10,0,15,18,4,0,0,0,0,3,0,1,2,1,0,1,12,0,21,8,5,4,0,4,0.0579999999999999
com.sap.netweaver.porta.core.snippets.SnippetShutdownInstanceAuthCallback,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,1165,155,258,83,93,28,18,12,5,42,110,13,8,2,10,7,0,79,59,4,5,0,0,5,12,3,75,15,0,19,23,5,0,1,0,0,3,0,1,2,1,0,1,12,0,21,11,8,8,0,4,0.0403333333333333
com.sap.netweaver.porta.core.snippets.SnippetStartStopServer,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,716,109,184,57,42,18,9,4,2,32,94,12,3,2,5,6,0,51,40,1,0,0,0,1,3,1,0,12,0,5,12,4,0,0,0,0,0,0,1,0,1,0,1,12,0,21,4,0,6,0,1,0.0758666666666666
com.sap.netweaver.porta.core.snippets.SnippetUseDeployManager,443,363,23,25,4,0,14,12,57,3,0,12,0,15,9,0,0,590,97,150,50,41,18,10,0,0,21,77,5,2,0,3,5,0,36,28,1,2,2,0,2,6,1,0,16,0,10,13,6,0,2,2,0,1,0,2,1,1,0,2,12,1,21,6,2,10,0,3,0.8413333333333334
com.sap.netweaver.porta.ide.eclipse.SapNWPlugin,61,45,7,3,4,0,2,1,12,1,0,1,0,10,1,0,0,750,101,173,66,69,16,8,1,1,22,57,3,1,0,2,7,3,51,35,7,3,3,0,14,11,1,70,7,0,56,21,3,0,2,1,0,1,0,9,1,2,0,1,12,0,21,11,0,1,17,10,0.5931376146788991
com.sap.netweaver.porta.ide.eclipse.axis.proxy.AxisTransportClientProperties,31,19,0,0,5,0,1,1,10,0,0,0,0,5,5,0,0,336,53,65,24,21,7,5,15,3,10,20,5,5,0,0,0,0,28,16,0,0,5,0,0,10,0,0,2,0,0,10,0,0,0,0,0,0,0,5,5,2,0,1,12,0,21,5,0,0,0,5,0.8483333333333333
com.sap.netweaver.porta.ide.eclipse.server.SapNWRefreshStateJob,220,159,0,2,22,1,2,2,48,4,3,3,2,14,14,0,0,368,81,89,36,26,15,2,2,2,8,53,1,2,0,4,0,1,25,16,0,0,2,0,1,5,4,0,5,0,2,8,3,0,0,0,0,0,1,1,0,2,0,1,12,0,21,5,1,2,1,2,0.2896666666666667
com.sap.netweaver.porta.ide.eclipse.server.SapNWServer,220,159,0,2,22,1,2,2,48,4,3,3,2,14,14,0,0,2300,214,495,126,162,26,23,29,10,65,203,21,19,0,12,10,2,163,111,0,2,20,1,20,43,4,90,17,0,58,82,10,0,0,0,3,3,1,13,14,2,0,2,12,0,21,60,18,8,6,20,0.5461436464088397
com.sap.netweaver.porta.ide.eclipse.server.control.AuthCallback,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,804,101,167,53,69,23,17,7,2,34,67,4,6,3,3,5,1,69,48,0,0,2,2,3,7,2,25,8,0,8,11,3,0,0,0,0,0,0,2,1,1,0,2,12,1,21,11,7,6,2,2,0.3766666666666666
com.sap.netweaver.porta.ide.eclipse.server.control.ModuleExportOperation,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,852,109,228,77,63,14,6,2,2,25,120,8,6,0,3,9,1,51,38,4,0,2,0,5,12,1,0,5,0,20,30,3,0,0,0,4,0,0,2,2,2,0,1,12,0,21,12,6,1,1,6,0.2543571428571428
com.sap.netweaver.porta.ide.eclipse.server.control.PublishException,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,238,56,49,22,26,15,2,4,2,8,24,4,1,0,0,0,1,18,13,1,1,2,1,2,5,1,33,3,0,10,7,0,0,1,0,0,1,0,2,2,2,0,1,48,0,21,5,3,3,3,3,0.8
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationDelegate,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,301,63,92,35,20,9,2,1,1,4,55,0,1,0,1,0,0,12,7,0,0,1,0,4,2,1,0,3,0,5,4,2,0,0,0,0,0,0,1,0,2,0,1,12,0,21,2,0,2,0,1,0.2063333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationTabGroup,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,218,51,57,25,15,7,3,0,0,6,30,0,0,0,0,4,0,11,8,0,0,1,0,2,1,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,2,0,1,12,0,21,1,0,0,0,1,1.0
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchableAdapterDelegate,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,648,100,171,63,48,13,7,12,5,13,99,4,5,0,3,2,0,32,21,0,0,1,0,2,7,2,0,8,0,6,17,4,0,0,0,0,0,0,1,1,2,0,1,12,0,21,9,4,2,0,1,0.0189333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishOperation,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,2080,177,455,106,159,25,17,15,6,71,205,13,14,0,33,15,1,153,107,0,0,12,4,9,36,2,58,14,0,58,52,6,0,2,0,0,8,0,4,2,2,0,1,12,0,21,38,28,8,1,12,0.5433333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWPublishTask,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,1098,113,244,61,66,15,15,32,9,28,83,7,12,0,0,7,0,61,49,0,0,6,0,9,18,4,0,9,0,19,26,7,0,0,0,0,5,0,1,1,2,0,1,12,0,21,126,3,3,0,6,0.0623333333333333
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWServerBehavior,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,3232,257,750,168,201,23,23,45,9,91,356,23,26,1,35,11,1,223,149,0,0,23,2,13,60,2,82,24,0,102,130,10,0,2,0,1,9,3,10,6,2,0,1,12,0,21,60,49,15,5,23,0.105
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWSourcePathComputerDelegate,826,626,5,1,58,12,13,10,169,4,5,25,3,30,15,0,0,994,129,276,85,50,17,16,24,6,27,113,1,9,0,3,8,0,53,43,0,0,2,0,7,12,4,0,5,0,10,25,12,0,0,0,0,1,0,1,0,1,0,2,12,0,21,28,1,0,0,2,0.0393333333333333
com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntime,279,123,0,7,18,1,5,5,28,2,3,2,0,13,11,0,1,844,125,209,79,56,18,8,15,5,22,89,8,5,0,0,4,1,49,36,0,1,9,1,5,12,2,85,11,0,29,39,3,0,1,1,2,1,0,6,4,2,3,1,12,0,21,13,4,2,7,9,0.6986666666666667
com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNWRuntimeClasspathProvider,279,123,0,7,18,1,5,5,28,2,3,2,0,13,11,0,1,850,120,213,70,53,16,9,17,7,20,90,8,6,0,2,5,0,49,32,0,0,3,0,6,10,2,0,7,0,15,22,5,0,0,0,1,1,0,1,1,2,0,1,12,0,21,10,6,3,0,3,0.08512
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.LoginDialog,218,159,1,2,15,8,4,3,23,2,0,5,5,6,3,0,0,745,101,187,59,52,16,20,2,2,36,73,3,1,0,0,11,2,51,43,0,0,5,5,6,6,1,60,1,0,25,15,4,0,2,0,0,0,2,3,2,2,0,1,12,0,21,6,0,0,1,5,0.0556666666666666
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.NoWSGateDialog,218,159,1,2,15,8,4,3,23,2,0,5,5,6,3,0,0,980,147,256,92,57,19,9,4,3,29,123,3,1,0,2,9,2,71,38,0,0,5,1,8,7,2,60,7,0,31,35,5,0,0,0,0,2,2,1,0,2,0,1,12,0,21,7,1,2,1,5,0.0416666666666666
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.PublishProblemDialog,218,159,1,2,15,8,4,3,23,2,0,5,5,6,3,0,0,827,137,203,81,58,22,11,12,7,28,95,3,3,0,0,4,2,55,37,1,2,4,2,5,9,1,60,6,0,35,29,2,0,2,0,0,3,1,1,1,2,0,1,12,0,21,9,5,3,1,5,0.256
