Class,CSORD_AvgLineCodeExe,CSLEX_NumberOfConditionalJumpStatements,CSORD_AvgLineCode,CSORD_NumberOfDepends,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfDots,CSORD_CountDeclInstanceMethod,CSORD_CountDeclMethodPublic,CSORD_NIM,CSORD_AvgStmtDecl,CSORD_CountDeclClassMethod,CSLEX_NumberOfNewStatements,CSLEX_NumberOfReturnAndPrintStatements,CSORD_NumberOfClassConstructors,PK_CountDeclClassMethod,Testability
net.sourceforge.squirrel_sql.client.Main,7.6,5,16,9,75,61,1,1,12,2.2,4,9,0,1,23,0.3973333333333333
net.sourceforge.squirrel_sql.client.MultipleWindowsHandler,7.0,2,14,3,36,33,3,3,12,2.333333333333333,0,3,3,0,23,0.46912
net.sourceforge.squirrel_sql.client.OutOfMemoryErrorHandler,3.2857142857142856,4,5,11,44,56,7,5,12,1.5714285714285714,0,1,1,2,23,0.3426666666666667
net.sourceforge.squirrel_sql.client.ShutdownTimer,2.2,2,5,4,36,25,5,5,12,1.2,0,1,0,1,23,0.7243333333333334
net.sourceforge.squirrel_sql.client.SquirrelAppender,3.0,1,7,1,21,20,1,1,12,1.5,1,3,1,1,23,0.5793333333333334
net.sourceforge.squirrel_sql.client.SquirrelFileSizeRollingAppender,4.0,1,8,1,23,22,1,1,12,1.5,1,3,1,1,23,0.6113333333333334
net.sourceforge.squirrel_sql.client.SquirrelLoggerFactory,9.25,2,14,5,48,77,4,2,18,2.25,0,3,0,2,23,0.824
net.sourceforge.squirrel_sql.client.Version,4.181818181818182,5,8,2,53,53,0,11,12,1.6363636363636365,11,3,14,0,23,0.5322352941176469
net.sourceforge.squirrel_sql.client.action.ActionCollection,12.285714285714285,32,20,82,184,160,14,11,12,2.8571428571428568,0,71,4,1,0,0.5610666666666667
net.sourceforge.squirrel_sql.client.action.ActionKeys,1.875,2,5,0,26,8,8,8,12,1.0,0,1,3,2,0,0.7191011235955056
net.sourceforge.squirrel_sql.client.action.SquirrelAction,2.75,2,6,4,26,26,4,1,36,1.0,0,2,2,2,0,0.489559748427673
net.sourceforge.squirrel_sql.client.db.AliasGroup,2.357142857142857,5,6,6,61,54,14,12,12,1.2857142857142858,0,3,9,1,0,0.767639097744361
net.sourceforge.squirrel_sql.client.db.AliasGroupBeanInfo,8.0,0,15,1,20,15,1,1,21,2.0,0,4,1,0,0,0.9166666666666669
net.sourceforge.squirrel_sql.client.gui.AboutBoxDialog,17.5,19,29,11,226,322,3,1,749,3.75,1,48,3,1,6,0.028
net.sourceforge.squirrel_sql.client.gui.FileViewerFactory,4.6,4,9,4,55,48,4,3,12,1.8,1,7,2,1,6,0.2266666666666666
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanel,5.222222222222221,17,11,8,130,149,18,10,698,1.7777777777777777,0,14,4,1,6,0.6992454780361759
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelListenerEvent,2.0,1,5,1,15,6,2,1,15,1.0,1,1,2,1,6,0.537037037037037
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelToolBar,13.0,6,20,7,34,25,1,1,727,1.0,0,10,0,1,6,0.2925226666666666
net.sourceforge.squirrel_sql.client.gui.HtmlViewerSheet,4.25,2,8,5,44,32,4,3,723,1.75,0,3,1,2,6,0.0556666666666666
net.sourceforge.squirrel_sql.client.gui.LogFile,2.0,0,4,1,27,19,3,2,73,1.3333333333333333,0,1,1,2,6,0.8
net.sourceforge.squirrel_sql.client.gui.LogPanel,20.0,15,32,10,145,177,6,1,698,4.833333333333333,0,24,2,1,6,0.2759999999999999
net.sourceforge.squirrel_sql.client.gui.MemoryPanel,21.4,23,33,10,160,193,5,1,698,7.2,0,32,12,1,6,0.2036666666666666
net.sourceforge.squirrel_sql.client.gui.OkClosePanel,4.1,10,9,4,68,55,10,8,698,1.8,0,7,2,2,6,0.508
net.sourceforge.squirrel_sql.client.gui.ProgressAbortDialog,7.8,9,11,12,190,251,19,13,749,2.0,1,32,9,2,6,0.0373333333333333
net.sourceforge.squirrel_sql.client.gui.ProgressCallBackDialog,5.333333333333333,2,9,7,97,110,12,8,749,1.6666666666666667,0,12,2,2,6,0.0316666666666666
net.sourceforge.squirrel_sql.client.gui.ProgressCallBackFactory,3.0,1,6,4,33,28,2,2,12,2.0,0,4,3,0,6,0.6706666666666666
net.sourceforge.squirrel_sql.client.gui.SessionWindowsHolder,6.833333333333332,8,14,3,46,52,6,6,12,2.333333333333333,0,7,9,0,6,0.5196986563116371
net.sourceforge.squirrel_sql.client.gui.SplashStringWriter,6.0,5,10,3,87,77,9,3,12,2.0,0,5,4,1,6,0.0283333333333333
net.sourceforge.squirrel_sql.client.gui.SquirrelSplashScreen,4.25,3,10,5,38,35,4,3,12,1.75,0,3,4,1,6,0.0333333333333333
net.sourceforge.squirrel_sql.client.gui.VersionPane,8.2,14,12,3,116,152,10,8,856,3.6,0,9,1,1,6,0.5505154639175257
net.sourceforge.squirrel_sql.client.gui.ViewLogsSheet,14.769230769230768,27,25,19,216,274,11,3,57,4.230769230769232,2,41,9,1,6,0.3113333333333333
net.sourceforge.squirrel_sql.client.gui.WindowManager,6.170212765957447,73,12,73,308,446,47,26,12,2.3191489361702127,0,71,23,1,6,0.0196666666666666
net.sourceforge.squirrel_sql.client.gui.builders.DefaultFormBuilder,2.475,7,4,1,97,46,40,35,21,1.45,0,2,26,4,3,0.7231149425287355
net.sourceforge.squirrel_sql.client.gui.builders.DnDSquirrelTabbedPane,3.0,0,6,4,18,16,1,0,774,1.0,0,1,0,1,3,0.6666666666666667
net.sourceforge.squirrel_sql.client.gui.builders.DnDTabbedPane,12.0,43,20,2,211,223,13,5,761,4.538461538461538,0,19,17,1,3,0.0433333333333333
net.sourceforge.squirrel_sql.client.gui.builders.I15dPanelBuilder,2.1111111111111107,1,5,0,41,29,9,8,12,1.0,0,5,8,2,3,0.7607321428571429
net.sourceforge.squirrel_sql.client.gui.builders.SquirrelTabbedPane,1.0,0,4,3,16,16,1,0,761,1.0,0,1,0,1,3,0.4
net.sourceforge.squirrel_sql.client.gui.builders.SquirrelTabbedPaneDelegate,4.0,6,8,3,50,40,3,2,12,1.3333333333333333,0,3,1,1,3,0.3401713277903754
net.sourceforge.squirrel_sql.client.gui.builders.UIFactory,3.2222222222222223,7,8,6,49,29,7,7,12,1.4444444444444444,2,8,4,1,3,0.6542222222222221
net.sourceforge.squirrel_sql.client.gui.builders.UIFactoryAdapter,0.0,0,3,2,11,5,1,1,12,1.0,0,0,0,0,3,1.0
net.sourceforge.squirrel_sql.client.gui.builders.UIFactoryComponentCreatedEvent,2.5,2,6,1,22,9,3,2,15,1.0,1,2,3,1,3,0.5933333333333334
net.sourceforge.squirrel_sql.client.gui.controls.ColumnsComboBox,2.6666666666666665,2,7,5,43,35,2,2,767,1.0,1,3,3,1,2,0.4810799999999999
net.sourceforge.squirrel_sql.client.gui.controls.DataTypesComboBox,1.6666666666666667,1,6,3,24,21,2,2,767,1.0,1,1,2,1,2,0.3648
net.sourceforge.squirrel_sql.client.gui.db.AliasFolderState,3.0,15,7,6,79,54,18,16,12,1.4444444444444444,0,7,9,2,3,0.5887701863354038
net.sourceforge.squirrel_sql.client.gui.db.AliasInternalFrame,14.769230769230768,14,22,21,277,421,13,2,57,3.1538461538461537,0,83,5,1,3,0.631
net.sourceforge.squirrel_sql.client.gui.db.AliasWindowFactory,8.6,5,15,20,82,127,5,4,12,3.2,0,8,4,1,3,0.3339650449265834
net.sourceforge.squirrel_sql.client.gui.db.AliasWindowManager,3.8,4,9,8,41,41,5,5,12,1.2,0,5,0,1,3,0.3993283127703894
net.sourceforge.squirrel_sql.client.gui.db.AliasesList,2.071428571428572,2,5,10,53,40,14,13,12,1.0714285714285714,0,5,6,1,3,0.0646666666666666
net.sourceforge.squirrel_sql.client.gui.db.AliasesListInternalFrame,8.8,10,17,8,166,282,5,5,55,2.8,0,16,9,1,3,0.3150740740740741
net.sourceforge.squirrel_sql.client.gui.db.AliasesListModel,3.2857142857142856,8,8,7,58,53,7,4,59,1.8571428571428568,0,1,4,1,3,0.5397790697674419
net.sourceforge.squirrel_sql.client.gui.db.AliasesTreeUtil,4.0,0,11,0,16,8,0,0,12,3.0,1,1,2,0,3,0.2
net.sourceforge.squirrel_sql.client.gui.db.BaseList,3.7692307692307687,10,10,3,83,78,13,6,12,2.1538461538461537,0,9,3,1,3,0.5216666666666666
net.sourceforge.squirrel_sql.client.gui.db.ColumnDetailDialog,11.571428571428571,16,14,10,259,362,20,15,749,3.1904761904761907,1,46,11,1,3,0.0153333333333333
net.sourceforge.squirrel_sql.client.gui.db.ColumnListDialog,8.285714285714286,25,11,7,197,224,20,13,749,2.333333333333333,1,37,12,1,3,0.1073333333333333
net.sourceforge.squirrel_sql.client.gui.db.ConnectToAliasCallBack,5.571428571428571,11,12,10,64,79,7,5,12,1.7142857142857142,0,4,2,1,3,0.5757615740740741
net.sourceforge.squirrel_sql.client.gui.db.ConnectionInternalFrame,12.25,12,19,18,190,270,12,4,57,3.0,0,27,1,1,3,0.5816666666666667
net.sourceforge.squirrel_sql.client.gui.db.DataCache,6.862068965517241,36,14,21,175,248,29,23,12,2.310344827586208,0,31,10,1,3,0.542026862026862
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrame,17.733333333333334,25,24,19,275,427,15,1,57,4.0,0,76,6,1,3,0.5123333333333333
net.sourceforge.squirrel_sql.client.gui.db.DriverListCellRenderer,4.5,1,10,1,32,20,2,2,745,1.5,0,0,1,1,3,0.7098666666666669
net.sourceforge.squirrel_sql.client.gui.db.DriverWindowFactory,8.2,4,14,15,76,124,5,4,12,3.2,0,8,4,1,3,0.4294869791666666
net.sourceforge.squirrel_sql.client.gui.db.DriverWindowManager,3.8,4,9,7,40,49,5,5,12,1.2,0,5,0,1,3,0.4425638020833333
net.sourceforge.squirrel_sql.client.gui.db.DriversList,3.2,3,7,12,80,78,10,9,25,1.6,0,4,5,1,3,0.4650379746835444
net.sourceforge.squirrel_sql.client.gui.db.DriversListInternalFrame,15.0,8,27,8,133,206,2,2,55,4.5,0,13,6,1,3,0.0903333333333333
net.sourceforge.squirrel_sql.client.gui.db.DriversListModel,3.2,6,7,5,45,40,5,2,59,1.2,0,2,0,1,3,0.7043333333333334
net.sourceforge.squirrel_sql.client.gui.db.EditAliasFolderDlg,6.7142857142857135,1,12,3,88,80,7,2,749,2.2857142857142856,0,21,3,1,3,0.0186666666666666
net.sourceforge.squirrel_sql.client.gui.db.JListAliasesListImpl,5.1,7,11,13,83,88,10,10,25,2.3,0,6,5,1,3,0.3894294871794872
net.sourceforge.squirrel_sql.client.gui.db.JTreeAliasesListImpl,9.5,64,18,26,304,391,36,18,12,4.361111111111111,0,38,29,1,3,0.0926666666666666
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,3.236842105263158,18,7,16,137,124,38,36,12,1.5,0,12,20,2,3,0.8464823906178558
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasBeanInfo,25.0,0,33,1,36,43,1,1,21,2.0,0,15,1,0,3,0.8889999999999999
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasColorProperties,1.0,0,4,0,29,13,12,12,12,1.0,0,0,6,0,3,0.75
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasConnectionProperties,1.0,0,4,0,21,10,6,6,12,1.0,0,0,3,0,3,0.6153846153846154
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasSchemaDetailProperties,2.4545454545454546,7,5,0,40,14,11,11,12,1.2727272727272727,0,0,12,0,3,0.6865740740740742
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasSchemaProperties,7.235294117647059,36,14,4,81,127,17,13,12,2.176470588235294,0,25,25,0,3,0.7592443995118779
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.AliasPropertiesController,7.833333333333332,3,14,13,94,105,5,1,12,3.1666666666666665,1,11,0,1,2,0.5706666666666667
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.AliasPropertiesInternalFrame,8.333333333333334,0,11,4,63,63,3,1,57,2.0,0,13,1,1,2,0.9873333333333334
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ColorPropertiesController,1.2,0,4,7,37,37,5,5,12,1.0,0,1,3,1,2,0.5454545454545454
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ColorPropertiesPanel,21.33333333333333,19,31,6,121,233,9,2,698,2.6666666666666665,0,28,2,1,2,0.6726666666666666
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ConnectionPropertiesController,1.2,0,4,7,37,37,5,5,12,1.0,0,1,3,1,2,0.5689655172413793
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ConnectionPropertiesPanel,9.636363636363637,1,13,6,112,176,11,3,698,2.0,0,25,2,1,2,0.96
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesController,8.428571428571429,7,15,14,86,122,7,6,12,2.0,0,6,9,1,2,0.5682857142857142
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesPanel,9.4,4,15,8,86,88,5,2,698,2.2,0,12,2,1,2,0.9053333333333332
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesPopupMenu,10.0,0,16,4,55,48,2,2,760,4.5,0,5,0,1,2,0.532
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesTable,1.7,7,5,7,111,103,10,7,887,1.0,0,13,4,1,2,0.4756517857142857
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesTableModel,6.0,10,11,7,86,93,11,8,28,1.9090909090909087,0,5,18,1,2,0.6902009088957944
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaPropertiesController,10.416666666666666,14,18,18,162,278,12,5,12,2.833333333333333,0,27,5,1,2,0.5263333333333333
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaPropertiesPanel,20.33333333333333,0,24,3,61,90,3,1,698,4.0,0,59,2,1,2,1.0
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaTableCboItem,5.5,2,9,3,29,40,3,2,12,1.0,1,5,5,1,2,0.6114933333333333
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaTableModel,6.333333333333332,11,12,2,66,50,9,9,67,1.8888888888888888,0,5,9,1,2,0.6861079862347218
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopContainerFactory,4.0,4,11,15,42,32,0,4,12,1.0,4,8,8,0,8,0.4242194957266533
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopManagerWrapper,3.0,2,7,2,23,19,3,3,39,1.6666666666666667,0,0,0,1,8,0.84
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopStyle,3.75,4,8,3,28,24,4,4,12,1.25,0,1,3,1,8,0.3862564102564103
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DialogDelegate,1.7878787878787878,5,5,7,117,69,33,33,749,1.2121212121212122,0,14,6,1,8,0.0073333333333333
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DialogWidget,1.0,0,4,6,104,62,44,45,12,1.0,1,0,15,3,8,0.9172677165354332
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DockDelegate,0.8695652173913043,1,4,9,129,90,46,46,12,1.108695652173913,0,12,12,1,8,0.8590883392226148
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DockWidget,1.0,0,4,6,89,53,34,35,12,1.0,1,0,12,3,8,0.9065
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.InternalFrameDelegate,1.8333333333333333,5,5,10,98,72,30,30,777,1.2333333333333334,0,13,4,1,8,0.804622549019608
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.ScrollableDesktopPane,3.625,12,8,16,117,108,16,11,746,1.9375,0,5,4,1,8,0.6171552511415526
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.SelectWidgetAction,2.0,1,5,3,32,30,2,2,36,1.0,1,1,1,1,8,0.6923600000000001
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.SelectWidgetCommand,1.0,0,4,2,20,21,2,2,12,1.0,0,0,0,1,8,1.0
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.SessionTabWidget,4.25,5,9,10,67,47,8,7,54,1.375,0,3,3,2,8,0.0489999999999999
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.TabDelegate,1.156862745098039,4,4,9,142,61,51,48,12,1.0980392156862746,0,16,12,1,8,0.6736666666666666
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.TabWidget,1.0,0,4,7,101,67,41,42,12,1.0,1,0,13,3,8,0.9166666666666669
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.TabbedStyleHintController,5.0,0,10,2,56,64,5,3,12,2.0,0,4,2,1,8,0.0659999999999999
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.TitleFilePathHandler,6.916666666666668,6,13,7,98,118,12,6,12,2.083333333333333,0,15,5,1,8,0.3883333333333333
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.WidgetAdapter,0.0,0,3,2,17,5,7,7,12,1.0,0,0,0,0,8,1.0
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.WidgetEventCaster,2.0769230769230766,7,6,2,41,34,13,13,12,2.0769230769230766,0,8,0,0,8,0.6897689768976898
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.ButtonTabComponent,3.2857142857142856,5,7,8,83,68,7,7,698,1.1428571428571428,0,7,3,1,1,0.3247948717948718
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.DesktopTabbedPane,1.8888888888888888,0,4,4,53,33,9,9,774,1.5555555555555556,0,3,2,1,1,0.037
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.DockFrame,7.833333333333332,3,13,5,84,90,6,4,698,1.6666666666666667,0,16,4,1,1,0.6793333333333333
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.DockHandle,2.583333333333333,5,7,4,69,46,12,11,12,1.3333333333333333,0,7,3,1,1,0.9326666666666666
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.DockPanel,1.0,0,4,0,20,14,3,3,698,1.0,0,3,2,1,1,0.3482934694974469
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.DockTabDesktopManager,0.5,0,3,4,25,18,6,6,12,1.0,0,0,0,0,1,0.9303333333333336
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.DockTabDesktopPane,6.1764705882352935,39,12,25,248,274,34,18,687,2.264705882352941,0,29,22,1,1,0.0183333333333333
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.ScrollableTabHandler,6.333333333333332,3,13,3,37,29,3,3,12,2.333333333333333,0,4,3,1,1,0.4029999999999999
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.SmallTabButton,4.625,6,9,1,85,48,8,6,806,1.625,0,4,4,2,1,0.3886666666666666
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.TabHandle,2.0,8,5,6,73,48,20,20,12,1.6,0,14,5,1,1,0.7712077922077922
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.TabWindowController,9.5,4,16,9,83,68,4,2,12,3.5,0,7,2,1,1,0.017
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.VerticalToggleButton,13.5,0,18,0,71,53,1,2,806,5.5,1,8,0,1,1,0.2948
net.sourceforge.squirrel_sql.client.gui.dnd.FileEditorDropTargetListener,12.833333333333336,14,19,7,97,140,6,2,16,4.333333333333333,0,9,4,1,0,0.0476666666666666
net.sourceforge.squirrel_sql.client.gui.mainframe.MainFrameMenuBar,9.44,26,15,18,220,301,25,4,721,1.76,0,11,18,1,3,0.4966666666666666
net.sourceforge.squirrel_sql.client.gui.mainframe.MainFrameStatusBar,3.0,0,6,7,22,41,2,1,711,1.0,0,3,0,1,3,0.85
net.sourceforge.squirrel_sql.client.gui.mainframe.MainFrameToolBar,36.0,17,43,9,146,266,1,0,727,6.0,0,13,0,1,3,0.213504
net.sourceforge.squirrel_sql.client.gui.mainframe.MainFrameWindowState,2.375,3,6,3,37,33,8,7,25,1.0,0,8,2,2,3,0.9186666666666669
net.sourceforge.squirrel_sql.client.gui.mainframe.MainFrameWindowStateBeanInfo,8.0,0,15,1,28,24,2,2,21,2.0,0,6,3,0,3,0.8563333333333333
net.sourceforge.squirrel_sql.client.gui.mainframe.SplitPnResizeHandler,10.2,5,20,3,64,64,5,1,12,4.6,0,5,1,1,3,0.2423333333333333
net.sourceforge.squirrel_sql.client.gui.mainframe.SquirrelDesktopManager,1.0,0,4,3,18,19,3,3,12,1.0,0,0,0,1,3,0.9903333333333336
net.sourceforge.squirrel_sql.client.gui.mainframe.WidgetUtils,7.666666666666668,9,16,2,30,39,0,3,30,3.6666666666666665,3,9,3,0,3,0.2329042952020693
net.sourceforge.squirrel_sql.client.gui.session.CatalogsPanel,7.125,7,14,12,103,123,8,5,698,2.25,0,10,3,1,0,0.312
net.sourceforge.squirrel_sql.client.gui.session.MainPanel,6.0588235294117645,21,12,16,140,193,17,9,698,1.8235294117647056,0,11,10,1,0,0.003
net.sourceforge.squirrel_sql.client.gui.session.MainPanelFactory,1.0,0,3,3,11,10,1,1,12,1.0,0,1,1,0,0,1.0
net.sourceforge.squirrel_sql.client.gui.session.ObjectTreeInternalFrame,6.0,9,10,12,134,186,6,5,62,2.333333333333333,0,11,3,1,0,0.0133333333333333
net.sourceforge.squirrel_sql.client.gui.session.RowColumnLabel,6.0,4,11,3,64,58,5,1,726,2.8,0,2,2,1,0,0.0916666666666666
net.sourceforge.squirrel_sql.client.gui.session.SQLInternalFrame,4.181818181818182,3,8,15,107,128,11,10,62,1.818181818181818,0,9,3,1,0,0.0143333333333333
net.sourceforge.squirrel_sql.client.gui.session.SessionInternalFrame,4.0,6,8,14,78,95,11,9,62,1.5454545454545454,0,5,5,1,0,0.0133333333333333
net.sourceforge.squirrel_sql.client.gui.session.SessionPanel,3.611111111111111,31,8,31,266,337,36,30,698,1.4722222222222223,0,27,15,1,0,0.0103333333333333
net.sourceforge.squirrel_sql.client.gui.session.ToolbarItem,1.0,0,4,0,13,9,4,4,12,1.0,0,0,2,2,0,1.0
net.sourceforge.squirrel_sql.client.gui.session.ToolsPopupCompletionInfo,2.555555555555556,4,6,3,43,39,9,7,21,1.3333333333333333,0,1,7,1,0,0.6488080808080808
net.sourceforge.squirrel_sql.client.gui.session.ToolsPopupCompletorModel,6.5,3,12,4,48,40,2,2,12,4.0,0,6,2,0,0,0.7805333333333333
net.sourceforge.squirrel_sql.client.gui.session.ToolsPopupController,5.25,2,11,11,72,90,4,3,12,2.25,0,6,0,1,0,0.1133333333333333
net.sourceforge.squirrel_sql.client.gui.util.ThreadCheckingRepaintManager,4.666666666666667,3,12,4,41,49,3,2,68,1.3333333333333333,0,0,0,0,0,0.90176
net.sourceforge.squirrel_sql.client.mainframe.action.AboutAction,2.0,1,6,3,20,18,2,2,40,1.0,0,2,0,1,0,0.4668
net.sourceforge.squirrel_sql.client.mainframe.action.AboutCommand,2.5,1,6,3,18,20,2,2,12,1.0,0,1,0,1,0,0.9523333333333334
net.sourceforge.squirrel_sql.client.mainframe.action.AliasAction,4.0,0,9,9,38,54,2,1,40,2.0,0,0,0,1,0,0.1
net.sourceforge.squirrel_sql.client.mainframe.action.AliasPropertiesAction,3.0,1,7,5,29,30,2,2,40,1.5,0,1,1,1,0,0.1666
net.sourceforge.squirrel_sql.client.mainframe.action.AliasPropertiesCommand,1.5,0,4,4,22,28,2,2,12,1.0,0,0,0,1,0,0.9443333333333334
net.sourceforge.squirrel_sql.client.mainframe.action.CascadeAction,5.5,0,10,5,28,31,2,2,39,1.5,0,1,0,1,0,0.64
net.sourceforge.squirrel_sql.client.mainframe.action.CascadeInternalFramesAction,5.333333333333333,4,11,10,54,77,3,3,36,2.6666666666666665,0,1,0,1,0,0.2961066666666667
net.sourceforge.squirrel_sql.client.mainframe.action.CloseAllButCurrentSessionsAction,4.0,0,9,4,26,26,2,2,40,2.0,0,2,0,1,0,0.608
net.sourceforge.squirrel_sql.client.mainframe.action.CloseAllButCurrentSessionsCommand,2.5,1,7,3,17,16,2,2,12,1.0,0,1,0,1,0,0.6
net.sourceforge.squirrel_sql.client.mainframe.action.CloseAllSessionsAction,4.0,0,9,4,26,26,2,2,40,2.0,0,2,0,1,0,0.608
net.sourceforge.squirrel_sql.client.mainframe.action.CloseAllSessionsCommand,2.5,1,7,3,17,16,2,2,12,1.0,0,1,0,1,0,0.6
net.sourceforge.squirrel_sql.client.mainframe.action.CollapseAllAliasFolderAction,1.5,0,4,4,23,20,2,2,42,1.0,0,0,0,1,0,0.3952
net.sourceforge.squirrel_sql.client.mainframe.action.ConnectToAliasAction,3.0,1,7,6,29,26,2,2,42,1.5,0,1,0,1,0,0.1666
net.sourceforge.squirrel_sql.client.mainframe.action.ConnectToAliasCommand,6.25,13,12,13,120,146,4,3,12,1.75,0,12,1,2,0,0.2477866666666666
net.sourceforge.squirrel_sql.client.mainframe.action.ConnectToStartupAliasesCommand,7.5,4,15,6,36,47,2,2,12,4.0,0,3,0,1,0,0.7511680000000002
net.sourceforge.squirrel_sql.client.mainframe.action.CopyAliasAction,4.0,2,9,6,30,26,2,2,42,1.5,0,2,0,1,0,0.1833333333333333
net.sourceforge.squirrel_sql.client.mainframe.action.CopyAliasCommand,4.0,2,9,4,22,22,2,2,12,1.0,0,2,0,1,0,0.8
net.sourceforge.squirrel_sql.client.mainframe.action.CopyDriverAction,7.0,2,14,12,52,70,2,2,40,2.5,0,2,0,1,0,0.146
net.sourceforge.squirrel_sql.client.mainframe.action.CopyDriverCommand,4.0,2,9,4,21,21,2,2,12,1.0,0,2,0,1,0,0.8
net.sourceforge.squirrel_sql.client.mainframe.action.CopyToPasteAliasFolderAction,1.5,0,4,4,23,20,2,2,42,1.0,0,0,0,1,0,0.3952
net.sourceforge.squirrel_sql.client.mainframe.action.CreateAliasAction,1.5,0,4,4,21,13,2,2,42,1.0,0,1,0,1,0,0.3744
net.sourceforge.squirrel_sql.client.mainframe.action.CreateAliasCommand,2.5,1,6,3,17,16,2,2,12,1.0,0,1,0,1,0,0.6
net.sourceforge.squirrel_sql.client.mainframe.action.CreateDriverAction,13.5,3,22,15,70,97,2,2,40,5.5,0,1,0,1,0,0.0598
